SUID,CITY,STAID,sname,AnnMeanT,AnnMeanP,AnnMaxT,AnnMinT,AnnMaxP,AnnMinP,DAkm2,MIN_ELEV,MAX_ELEV,MEANELEV,RELIEF,AWCH,AWCL,CLYAVE,KFCAVE,ORMH,ORML,SOC100CM,SOC30CM,DomEcoReg
ACFB,ATL,02204230,"Big Cotton Indian Cr at GA 138, nr Stockbridge, GA",16.48281,128.4667,26.44,5.84,13.20,9.24,129.4336706,209,303,253.6541,94,0.1535,0.115,33.76545,0.28735,0.4814,0.0887,2256.189,1358.2,ECO_45
ACFB,ATL,02204468,"Walnut Creek at Airline Road, near Mcdonough, GA",16.5804,126.2006,26.48,6.01,13.24,8.83,125.0599749,200,300,254.764,100,0.1535,0.1154,33.84545,0.2874,0.4798,0.0881,2575.5691,1544.2756,ECO_45
ACFB,ATL,02206314,"Jackson Creek at Lester Road, near Lilburn, GA",15.9831,137.5165,26.11,5.20,14.65,9.83,55.46304454,257,341,295.2895,84,0.1537,0.1162,34.30815,0.28735,0.4812,0.0877,1601.5454,950.5,ECO_45
ACFB,ATL,02208150,"Alcovy River at New Hope Road, near Grayson, GA",15.85126,133.4106,25.97,5.11,14.66,9.15,79.46934053,242,366,308.6324,124,0.1536,0.1156,33.8901,0.2875,0.4804,0.0882,2574.6001,1560.9408,ECO_45
ACFB,ATL,02213450,"Little Tobesofkee Creek near Bolingbroke, GA",17.33668,123.7296,26.94,7.02,15.02,7.65,146.2541537,124,263,193.1388,139,0.1537,0.1162,34.00835,0.2878,0.4818,0.0883,2572.0344,1535.1,ECO_45
ACFB,ATL,02217293,"Little Mulberry River at GA 211, nr Hoschton, GA",15.86217,132.6933,26.01,5.13,14.76,8.98,73.49352651,237,367,295.0529,130,0.1535,0.1149,33.76005,0.2872,0.4788,0.088,2577.4211,1552.7778,ECO_45
ACFB,ATL,02217471,"Beech Creek at GA 211, near Statham, GA",16.21777,127.5183,26.38,5.50,14.14,8.40,52.45591754,213,322,256.3814,109,0.1536,0.1156,33.89295,0.2875,0.4804,0.0882,2574.5386,1545.9524,ECO_45
ACFB,ATL,02218700,"Apalachee River near Bethlehem, GA",16.01019,131.4435,26.13,5.29,14.51,8.76,138.5556614,230,366,289.1789,136,0.1534,0.1146,33.70245,0.28705,0.4781,0.0879,2578.6716,1552.9855,ECO_45
ACFB,ATL,02221000,"Murder Creek near Monticello, GA",17.03933,122.0024,26.98,6.47,13.51,7.34,61.40763859,152,243,197.8351,91,0.1534,0.1144,33.67415,0.287,0.4777,0.0879,2579.2856,1555.1666,ECO_45
ACFB,ATL,02334885,"Suwanee Creek at Suwanee, GA",15.58589,138.3833,25.73,4.84,14.97,9.80,122.0975779,280,391,333.1494,111,0.1537,0.1164,34.0293,0.28785,0.482,0.0883,2571.5806,1532.4622,ECO_45
ACFB,ATL,02335870,"Sope Creek near Marietta, GA",15.61743,139.834,25.81,4.77,14.53,9.92,79.53688046,269,417,318.0908,148,0.154,0.118,34.7405,0.288,0.485,0.088,1263,737,ECO_45
ACFB,ATL,02335910,"Rottenwood C (Interstate N Pkwy) nr Smyrna, GA",15.74428,139.2784,25.91,4.91,14.47,9.65,48.0965519,254,363,307.301,109,0.1538,0.1165,34.3433,0.28755,0.4819,0.0878,1269.38,748.2,ECO_45
ACFB,ATL,02336635,"Nickajack Creek at US 78/278, near Mableton, GA",15.8969,136.9575,26.03,5.09,14.29,9.57,80.68697931,230,346,296.5606,116,0.1538,0.1164,34.317,0.28755,0.4817,0.0878,1269.8025,749.6451,ECO_45
ACFB,ATL,02336728,"Utoy Creek at Great Southwest Pkwy nr Atlanta, GA",16.1526,134.1034,26.20,5.43,13.81,9.65,90.05552994,226,325,277.2339,99,0.1516,0.1138,34.48185,0.28275,0.4751,0.0761,1395.4495,859.6967,ECO_45
ACFB,ATL,02336822,"Mill Creek at Morning Side Dr, near Hiram, GA",15.68102,138.9707,25.82,4.89,14.62,9.08,100.7202993,276,377,315.3125,101,0.1535,0.115,33.7868,0.28725,0.4791,0.088,2576.8416,1550.3627,ECO_45
ACFB,ATL,02336876,"Powder Springs Cr Oglesby Rd, Powder Springs, GA",15.73393,138.2499,25.90,4.92,14.57,9.27,66.13579386,274,371,307.5769,97,0.1537,0.1167,34.0924,0.28795,0.4828,0.0884,2570.2122,1529.0294,ECO_45
ACFB,ATL,02336968,"Noses Creek at Powder Springs Rd,Powder Springs, GA",15.73423,138.1393,25.91,4.90,14.38,9.56,114.7863852,274,548,309.3148,274,0.1539,0.1179,34.36195,0.28845,0.4854,0.0886,2404.1504,1435.4736,ECO_45
ACFB,ATL,02337395,"Dog River at North Helton Road, near Winston, GA",15.7407,140.0299,25.75,5.06,14.98,9.34,109.0801909,280,413,339.0713,133,0.1533,0.1132,33.45395,0.28645,0.475,0.0876,2584.063,0,ECO_45
ACFB,ATL,02338280,"Whooping Creek at GA 5, near Whitesburg, GA",16.03601,137.3183,25.91,5.47,14.99,9.08,68.66355134,214,409,314.0144,195,0.1535,0.1149,33.7688,0.28725,0.4789,0.088,2577.2319,1547.3944,ECO_45
ACFB,ATL,02338375,"Centralhatchee Cr Armstrong Mill Rd, Ctrlhtche, GA",16.02593,138.6126,25.83,5.52,15.37,8.67,82.69345731,247,390,320.3654,143,0.1535,0.115,33.7884,0.28725,0.4791,0.088,2576.8071,1546.1305,ECO_45
ACFB,ATL,02338523,"Hillabahatchee Creek at Thaxton Rd, nr Franklin,GA",15.92513,139.9412,25.68,5.45,15.41,8.54,43.22186678,280,461,349.9547,181,0.1593,0.1125,34.87935,0.272,0.546,0.134,2354.2327,1609.738,ECO_45
ACFB,ATL,02339480,"Oseligee Creek at County Rd 92 near Fredonia, AL",16.69274,140.7899,26.31,6.23,15.86,8.94,77.06882293,189,269,222.6526,80,0.1624,0.1112,35.1093,0.27085,0.5431,0.1381,2112.3242,1561.7297,ECO_45
ACFB,ATL,02340282,"House Creek at GA 103, near Whitesville, GA",17.09117,133.5815,26.62,6.76,15.66,8.37,77.71550228,163,270,216.4013,107,0.1538,0.1172,34.19135,0.2882,0.484,0.0886,2568.0649,1525.425,ECO_45
ACFB,ATL,02344340,"Morning Creek at GA 54, near Fayetteville, GA",16.32338,131.8575,26.27,5.70,13.75,9.14,101.5813984,242,318,276.7495,76,0.154,0.1186,34.59805,0.2886,0.4869,0.0886,2090.157,1207.2041,ECO_45
ACFB,ATL,02344480,"Shoal Creek near Griffin, GA",16.65869,128.0549,26.39,6.24,14.05,8.77,53.4000366,230,306,266.1981,76,0.1536,0.1156,33.89295,0.2875,0.4804,0.0882,2574.5386,1543.2222,ECO_45
ACFB,ATL,02344737,"Whitewater Cr at Willow Pond Rd nr Fayetteville, GA",16.41682,130.2895,26.31,5.84,13.80,8.88,110.4959895,236,318,273.8103,82,0.1538,0.1175,33.96955,0.28875,0.4993,0.0937,2597.5576,1543.6127,ECO_45
ACFB,ATL,02344797,"White Oak Creek at Cannon Road, near Raymond, GA",16.46109,133.5812,26.27,5.97,14.65,8.84,112.6830873,236,306,269.3219,70,0.154,0.119,34.517,0.289,0.488,0.089,2561,1505,ECO_45
ACFB,ATL,02344887,"Red Oak Creek at GA 362, near Gay, GA",16.74838,132.3719,26.40,6.39,15.01,8.82,109.028391,220,293,259.2054,73,0.1569,0.1179,31.0317,0.2777,0.6327,0.1652,3463.7522,1861.4457,ECO_45
ACFB,ATL,02346358,"Turnpike Creek near Milner, GA",16.77167,127.456,26.44,6.41,14.40,8.71,48.21237179,219,305,254.0557,86,0.154,0.119,34.517,0.289,0.488,0.089,2561,1531.2449,ECO_45
ACFB,ATL,02347748,"Auchumpkee Cr at Allen Rd, near Roberta, GA",17.54682,122.979,27.08,7.29,14.96,7.57,111.957488,130,245,178.3143,115,0.1532,0.1133,33.3543,0.2843,0.4733,0.09,2551.2144,1586.8182,ECO_45
ALBE,RAL,02081190,"Tar River nr Berea, NC",14.25925,117.3073,25.55,2.75,12.27,8.14,66.2522,135.6307,212.3424,175.2341,76.7118,0.167,0.117,35.559,0.309,0.785,0.133,3981,2369,ECO_45
ALBE,RAL,02081510,"Foundry Branch at mouth near Oxford, NC",14.56661,115.1523,25.81,3.09,11.58,8.35,12.5615,110.0176,171.2621,141.5406,61.2445,0.156,0.122,36.8555,0.282,0.633,0.143,2704.083,2111.416,ECO_45
ALBE,RAL,0208500600,"Cates Creek nr Hillsborough, NC",14.60332,125.3307,25.67,3.20,12.73,8.45,10.878,162.8933,249.5946,204.4481,86.7013,0.167,0.116,36.1935,0.3085,0.754,0.127,3805.363,2280.454,ECO_45
ALBE,RAL,0208501535,"Strouds Cr at St Marys Rd nr Hillsborough, NC",14.58565,123.5609,25.72,3.15,12.77,8.29,23.1546,150.33,221.7444,188.7721,71.4144,0.167,0.117,35.559,0.309,0.785,0.133,3981,2369,ECO_45
ALBE,RAL,02085430,"Deep Creek near Moriah, NC",14.33403,118.2378,25.60,2.84,12.26,8.19,82.4915,121.5856,245.419,176.849,123.8333,0.166,0.117,35.713,0.3075,0.778,0.133,3960.638,2351.711,ECO_45
ALBE,RAL,0208725055,"Black Cr at Weston Parkway nr Cary, NC",15.27441,118.1236,26.18,3.96,11.43,8.04,8.9873,95.6039,168.2652,139.2961,72.6613,0.158,0.122,39.6265,0.2865,0.602,0.132,3647,1953,ECO_45
ALBE,RAL,0208726370,"Richlands Creek at Schenk Forest nr Cary, NC",15.30297,117.7947,26.19,4.00,11.47,8.05,11.2406,96.7135,162.1046,130.883,65.3911,0.157,0.122,39.687,0.2855,0.591,0.13,3432.1,1879.7,ECO_45
ALBE,RAL,0208726995,"Hare Snipe Creek at SR 1822 nr Leesville, NC",15.20096,117.5663,26.14,3.87,11.68,8.13,16.0062,86.0543,165.7068,124.3282,79.6525,0.158,0.122,39.6265,0.2865,0.602,0.132,3647,1953,ECO_45
ALBE,RAL,02087304,"SW Prong Beaverdam Creek at Raleigh, NC",15.37343,116.5055,26.25,4.08,11.46,8.00,7.9772,71.7826,140.0933,110.2351,68.3107,0.154,0.125,40.24,0.28,0.498,0.121,1498,1220,ECO_45
ALBE,RAL,0208732610,"Pigeon House Br at Crabtree Blvd at Raleigh, NC",15.47578,114.9722,26.35,4.18,11.28,7.90,11.3701,55.7593,131.7637,89.3279,76.0043,0.154,0.125,40.24,0.28,0.498,0.121,1498,1220,ECO_45
ALBE,RAL,02087580,"Swift Creek near Apex, NC",15.35956,119.1059,26.22,4.06,11.60,7.89,54.2605,97.2018,172.3862,135.251,75.1844,0.161,0.12,37.9665,0.2925,0.673,0.135,3812.745,2132.654,ECO_45
ALBE,RAL,0208758440,"Dutchmans Br at SR 1386 nr Mccullers Crossrds, NC",15.43043,119.8185,26.27,4.15,11.94,7.96,11.7327,99.3736,164.5135,134.6626,65.14,0.158,0.122,39.6265,0.2865,0.602,0.132,3647,1953,ECO_45
ALBE,RAL,0208794025,"Camp Branch ab SR 1390 nr Holly Springs, NC",15.44461,120.363,26.28,4.17,12.05,7.98,5.5426,102.1657,161.854,135.8928,59.6883,0.158,0.122,39.6265,0.2865,0.602,0.132,3647,1953,ECO_45
ALBE,RAL,0209517912,"N Buffalo Creek at Greensboro, NC",14.6278,120.2773,25.63,3.22,11.68,9.25,12.5874,237.8157,296.7985,263.8818,58.9828,0.154,0.125,40.24,0.28,0.498,0.121,1498,1220,ECO_45
ALBE,RAL,0209647280,"Service Creek above Dry Creek at Burlington, NC",14.66705,118.7583,25.79,3.20,12.57,8.18,12.7428,161.0092,220.9692,195.2243,59.96,0.162,0.125,35.6925,0.2825,0.755,0.138,3245.416,2171.583,ECO_45
ALBE,RAL,0209647295,"Dry Cr above Service Creek at Burlington, NC",14.69931,118.7724,25.81,3.24,12.57,8.11,6.5009,166.581,218.8609,192.3361,52.2799,0.16,0.124,36.5245,0.2815,0.697,0.141,2990.857,2141.714,ECO_45
ALBE,RAL,0209651815,"Branch Creek Below NC 54 nr Graham, NC",14.70288,120.0816,25.80,3.25,12.62,8.10,4.921,157.6172,211.0323,185.7978,53.4151,0.159,0.119,35.1425,0.2845,0.587,0.106,2770.4,1972.8,ECO_45
ALBE,RAL,0209665940,"Rock Cr Trib at Stoney Cr Golf Crse nr Sedalia, NC",14.69126,118.6557,25.75,3.25,12.26,8.64,11.655,177.5835,236.7343,212.3181,59.1508,0.158,0.124,36.7115,0.2805,0.665,0.142,2823,2119.333,ECO_45
ALBE,RAL,0209665990,"Rock Cr above Rock Cr Trib nr Whitsett, NC",14.64323,118.4908,25.72,3.19,12.39,8.55,25.9777,177.3262,249.4996,215.1201,72.1733,0.16,0.125,36.4395,0.282,0.712,0.141,3067.4,2151.92,ECO_45
