Station,Year,Day,Date,Time,Latitude,Longitude,Depth,Secchi,Temp,Co0,SpCo0,BeamAtten,Transmission,chla,PC,PAR,DO,au.chl,AquaFluor_PC,AquaFluor_CHL,Turbidity,TP,TDP,SRP,NH4,NO3,SiO2,Cl,TSS,VSS,POC,PON,DOC,ExChla,ExPC,pMC,dMC,pMC_LC_MS,TCyanos_cells,TCyanos_volume
WE2,2013,17-Sep,9/17/13,13:04,41.7628,83.33,4.8,0.5,18.36,226.5,257.2,10.7,6.9,3.75,9843,381,6.84,0.7,4.92,100.9,25.1,68.75,3.63,0,0.48,0.01,,,23.8,10.83,4.14,0.69,2.32,88.21,22.71,2.8,,,8606550,341240
WE4,2013,17-Sep,9/17/13,11:19,41.826,83.1947,7.7,3,18.84,201.4,226.6,1.9,62.6,1.26,480,1326,7.34,0.17,0.84,24.84,3.64,14.52,1.41,0,0.97,0.21,,,2.47,1.54,0.68,0.12,4.75,11.73,3.44,0.59,,,2312239,1565
WE6,2013,17-Sep,9/17/13,12:44,41.7142,83.3806,2.6,0.4,17.09,281.2,331.9,24.9,0.2,6.52,11833,93,7.34,1.14,8.69,158.5,60.6,160.37,7.14,0.21,1.19,0.01,,,63.2,18.7,6.92,1.06,,101.44,11.55,2.49,,,52994696,1624679
WE8,2013,17-Sep,9/17/13,10:35,41.8335,83.3649,4,0.5,17.7,250.3,288.6,15.6,2,7.18,9152,62,6.94,1.16,7.77,207.7,35.8,98.96,5.12,0,1.22,0.01,,,35.33,12.03,5.05,0.85,5.97,89.39,12.54,3.04,,,6236781,100167
WE 2013.15,2013,17-Sep,9/17/13,12:20,41.71,83.2914,4.6,0.5,17.18,237.7,271.1,19.5,0.8,4.11,8370,72,7.69,0.74,6.25,126.7,46.1,116.74,5.26,0,2,0.01,,,46.35,15.9,5.92,0.96,5.62,79.25,16.07,5.61,,,,
WE2,2013,23-Sep,9/23/13,10:25,41.7632,83.3321,4.7,0.6,17.28,218.1,259.1,17.7,1.2,2.04,2037,56,7.51,0.81,3.84,74.93,22,59.31,2.19,0,0.27,0.01,,,20.23,9.67,3.98,0.6,5.21,65.62,33.56,2.28,,,8606550,341240
WE4,2013,23-Sep,9/23/13,11:36,41.8264,83.1945,7.9,3.2,16.05,189.8,222.2,4.6,55.2,0.97,,1620,7.62,0.09,0.38,28.83,1.51,10.08,0.16,0,12.41,0.25,,,1.8,0.42,0.26,0.04,3.83,3.8,0.32,0.27,,,2312239,1565
WE6,2013,23-Sep,9/23/13,10:49,41.7131,83.384,2.6,0.2,17.13,253.7,300.8,24.1,0.3,6.35,17008,27,7.51,1.26,7.39,150.5,59.2,165.92,6.43,0,1.18,0.02,,,63.2,16.3,7.63,1.18,2.17,105.95,25.82,2.11,,,52994696,1624679
WE8,2013,23-Sep,9/23/13,12:10,41.8348,83.3624,4,0.2,15.44,223.1,264.5,21.6,0.9,7.12,22698,59,7.48,1.72,3.96,206.1,30.8,80.55,2.67,0,1.57,0.02,,,37.5,10.75,4.77,0.68,5.43,74.1,23.63,4.11,,,6236781,100167
WE2,2013,15-Oct,10/15/13,10:02,41.7636,83.3294,4.8,0.4,17.61,226.6,275.9,16.8,1.6,1.75,24462,100,7.48,0.69,2.33,99.34,24.6,93.72,9.95,1.6,0,0.01,,,25.9,8.95,3.83,0.51,3.98,42.44,2.28,0.41,,,58553504,2578522
WE4,2013,15-Oct,10/15/13,12:45,41.8253,83.1954,7.6,1,16.03,216,256.5,12.8,8.3,3.11,19638,314,7.45,0.57,5.31,43.48,12.8,33.74,3.22,0.83,0,0.11,,,8.08,3.58,1.88,0.34,,39.44,10.98,0.11,,,41,0
WE6,2013,15-Oct,10/15/13,10:25,41.7146,83.3848,2.5,0.1,15.14,230.8,285.3,19.9,0.7,7.84,6712,34,7.78,1.08,4.74,153.9,41.7,132.67,9.5,0.76,0,0.01,,,46.87,14.4,6.37,0.83,,60.36,1.64,0.5,,,123737288,5777349
WE8,2013,15-Oct,10/15/13,13:21,41.8338,83.3625,3.9,0.4,,226.1,265.4,18.2,1.2,8.24,19005,59,7.52,1.42,4.16,212.3,30.7,105.38,8.48,1.07,0,0.01,,,36.65,10.35,4.05,0.52,,52.17,3.81,0.25,,,55441681,2638500
WE 2013.16,2013,15-Oct,10/15/13,11:01,41.7042,83.2571,,0.4,16.47,212.1,258.5,18.9,1.1,2.71,13958,55,7.45,0.54,2.74,90.11,21.6,75.96,6.2,0.69,0,0.01,,,22.45,6.55,3.43,0.46,,39.07,2.09,0.24,,,,
WE 2013.17,2013,15-Oct,10/15/13,11:40,41.6439,83.1294,4.4,0.6,12.07,210.7,262.3,12.7,4.2,1.5,,49,7.46,0.29,1.27,51.83,13.5,59.68,13.3,5.7,43.21,0.04,,,15.88,3.88,2.72,0.4,,16.6,1.53,0.12,,,,
WE 2013.18,2013,15-Oct,10/15/13,12:15,41.7415,83.1514,8,0.3,14.09,,,,,,,,,0.45,2.36,51.45,17.2,44.17,4.98,0.36,0,0.01,,,14.07,6.2,2.61,0.46,,41.05,11.34,0.2,,,,
WE 2013.19,2013,15-Oct,10/15/13,10:45,41.7166,83.3072,4.5,0.1,12.14,206,248.5,15.5,2.3,2.81,2710,35,7.47,0.59,4.31,74.78,23.2,77.55,6.04,0.45,0,0.01,,,26.2,8.4,3.53,0.49,,36.53,1.12,0.5,,,,
WE2,2013,21-Oct,10/21/13,12:43,41.7638,83.3298,4.5,0.6,,192.8,259.9,13.3,3.6,2.46,,240,7.45,0.28,1.51,34.25,13.7,57.32,8.75,2.76,15.59,0.02,,,15.5,4.1,1.98,0.38,3.56,17.03,7.8,0.1,,,1318016,45890
WE4,2013,21-Oct,10/21/13,13:38,41.8261,83.1965,7.6,0.6,,201.8,258.1,17,1.4,0.58,,71,7.38,0.37,2.29,48.32,20.7,67.71,5.98,0.88,0,0.01,,,21.57,7.23,3.04,0.47,3.64,36.86,3.81,0.05,,,57909192,2610272
WE6,2013,21-Oct,10/21/13,13:00,41.7144,83.3712,2.3,0.6,,279.1,375.7,13.4,4.1,7.63,13401,262,7.41,0.4,4.53,159.3,23.8,100.01,12,1.23,2.48,0.3,,,34,17.8,3.86,0.62,5.58,62.5,21.66,0.51,,,11606211,511735
WE8,2013,21-Oct,10/21/13,14:08,875.7333,83.3626,3.9,0.6,,,,,,,,,,0.57,1.46,69.36,15.5,80.53,24.24,11.54,89.18,0.25,,,38.2,8.75,1.99,0.33,5.68,21.94,2.35,0.14,,,7404996,303612
WE2,2014,27-May,5/27/14,12:47,41.7624,83.3312,4.88,0.9,21.4,348.8,375.6,4.9,30,,,276,11.73,3.23,1.58,409.6,5.44,58.58,12.05,0.93,3.55,1.9,,,9.53,5.6,2.55,0.5,5.91,67.2,3.15,0,,,,
WE4,2014,27-May,5/27/14,12:14,41.8266,83.195,8.11,2,19.4,240.6,271.1,1,78,,,533,8.41,0.66,0.24,101,1.3,10.89,3.89,0.43,3.09,0.3,,,2.18,1.24,0.62,0.1,3.28,5.67,0.13,0,,,,
WE6,2014,27-May,5/27/14,10:47,41.7091,83.3813,2.59,0.6,22.1,446.7,474,8,14,,,132,9.74,4.39,2.38,647.5,11.2,113.26,25.59,7.91,8.75,6.55,,,18.3,6.67,2.45,0.5,8.06,50.62,1.97,0.12,,,,
WE8,2014,27-May,5/27/14,10:04,41.8192,83.3592,5.2,2,20.5,323,354.9,0.8,81,,,577,8.51,0.31,0.4,41.01,1.46,18.17,5.48,0.1,4.57,0.76,,,2.68,1.24,0.49,0.09,3.92,4.31,0.21,0,,,,
WE12,2014,27-May,5/27/14,11:16,41.7089,83.2498,7,3,19.4,228.4,257.4,0.5,88,,,772,8.26,0.32,0.24,51.8,1.1,9.87,3.18,0.24,2.34,0.31,,,1.56,1.09,0.39,0.07,2.81,3.86,0.1,0,,,,
WE13,2014,27-May,5/27/14,11:44,41.743,83.1349,8.53,3,18.8,224.2,255.8,0.4,91,,,642,9.12,0.39,0.34,61.49,0.76,7.98,3.44,0.61,2.14,0.28,,,1.15,1.18,0.46,0.07,2.78,3.52,0.07,0,,,,
WE2,2014,16-Jun,6/16/14,10:35,41.7655,83.3294,5.1,0.9,22.4,275.5,290.6,5.6,25,,,131,8.9,0.57,0.93,63.38,10.1,36.13,12.29,4.16,3.51,0.48,,,10.78,1.25,0.68,0.15,3.26,10.72,0.31,0,,,,
WE4,2014,16-Jun,6/16/14,13:30,41.825,83.1923,8.5,4,22.5,267.7,281.7,0,99,,,1801,7.2,0.3,0.26,35.56,1.34,19.71,4.4,0.24,10.41,0.48,,,2.73,1.55,0.84,0.13,3.24,12.26,0.44,0,,,,
WE6,2014,16-Jun,6/16/14,11:22,41.7154,83.3821,2.8,0.4,23.3,456.9,472.8,6.3,20,,,210,7.73,0.84,1.05,156,11.4,57.36,15.56,2.65,1.34,2.04,,,14.37,2.53,1.39,0.26,6.58,23.04,1.82,0.32,,,,
WE8,2014,16-Jun,6/16/14,14:20,41.8343,83.3604,4.4,1.4,23.3,414.5,429,0.8,83,,,166,6.34,0.17,0.31,33.35,3.47,55.06,37.32,24.93,102.92,2,,,3.82,1.07,0.6,0.12,5.92,5.74,1.45,0.25,,,,
WE12,2014,16-Jun,6/16/14,12:12,41.7041,83.2561,6.1,0.9,23.3,290.2,300.4,7.9,14,,,285,7.59,0.81,1.36,167,11.9,56.77,10.54,1.11,2.14,0.55,,,16,3.48,1.72,0.32,3.4,34.37,1.06,0,,,,
WE13,2014,16-Jun,6/16/14,12:58,41.7419,83.1392,8.4,2,22.8,291.8,304.9,1.9,63,,,1136,6.9,0.16,0.46,49.12,3.13,19.34,6.49,0.83,5.39,0.48,,,3.67,0.84,0.46,0.08,3.46,5.09,0.21,0,,,,
WE2,2014,30-Jun,6/30/14,10:12,41.7628,83.3301,4.9,1.3,24.7,289.7,291.5,3.1,46,,,313,8.2,0.98,0.52,201.7,4.81,26.35,6.65,0.65,8.64,0.47,,,6.63,2.38,0.96,0.15,3.84,19.94,1.69,0,,,,
WE4,2014,30-Jun,6/30/14,12:48,41.8258,83.1956,8,2,24.8,310.9,311.8,0.8,82,,,204,7.81,0.47,0.37,69.2,1.79,23.75,5.7,0.27,20.65,0.61,,,3.13,2.04,0.78,0.13,3.39,12.93,1.59,0,,,,
WE6,2014,30-Jun,6/30/14,11:05,41.7167,83.3834,2.5,0.9,26.1,414,405.3,2.5,54,,,282,7.79,2.02,1.04,193.9,8.39,81.27,35.74,21.71,4.35,3.88,,,8.65,2.44,1.15,0.24,6.49,29.81,6.57,0.4,,,,
WE8,2014,30-Jun,6/30/14,13:37,41.8334,83.3634,4.2,1,25.9,408.5,401,4.2,36,,,96,8.53,1.68,1.36,257,8.62,69.52,19.69,8.77,4.62,3.05,,,11.58,3.84,1.55,0.25,5.14,35.97,4.49,0.1,,,,
WE12,2014,30-Jun,6/30/14,11:38,41.7032,83.2575,6,1.4,24.5,287,290,1.5,69,,,681,7.06,0.39,0.55,57.56,4.01,19.4,4.57,0.17,16.18,0.44,,,5,1.65,0.59,0.12,3.02,7.88,0.63,0,,,,
WE13,2014,30-Jun,6/30/14,12:13,41.7415,83.1372,8.3,3,24.7,291.5,293.5,0.4,90,,,203,7.82,0.43,0.34,168.1,1.41,15.15,4.19,0.05,7.63,0.47,,,2.98,1.51,0.63,0.1,3.38,10.62,0.81,0,,,,
WE2,2014,8-Jul,7/8/14,10:53,41.7646,83.3302,5,1.4,23.8,288.7,295.9,0.9,80,,,108,7.48,0.2,0.6,177.5,3.55,22.68,7.93,2.49,16.29,0.6,,,4.62,1.65,0.96,0.06,4.08,6.85,1.18,0.29,,,,
WE4,2014,8-Jul,7/8/14,13:22,41.8267,83.1967,7,2,23.7,274.4,281.7,0.1,97,,,492,8.69,0.16,0.22,35.29,1.16,14.45,3.51,1.02,17.8,0.46,,,2.56,0.71,0.38,0.05,3,3.55,0.6,0,,,,
WE6,2014,8-Jul,7/8/14,11:23,41.7145,83.3795,2.8,0.3,23.8,358.5,367.4,5.2,27,,,19,7.7,2.76,1.92,400.1,11.9,80.82,16.68,3.88,7.27,3.95,,,16.39,4.68,1.13,0.16,5.8,46.27,13.75,0,,,,
WE8,2014,8-Jul,7/8/14,14:37,41.8347,83.3609,4,2,24,286.9,292.8,0.3,92,,,256,9.22,0.15,0.23,23.94,2.45,27.99,16.14,9.98,40.56,0.47,,,2.73,0.48,0.35,0.05,3.2,3.15,0.09,0,,,,
WE12,2014,8-Jul,7/8/14,12:09,41.7032,83.2575,5.7,1,23.5,271.5,279.6,4.5,32,,,67,8.41,0.2,1.1,73,9.47,34.03,5.05,0.2,16.16,0.34,,,18.43,1.62,0.66,0.1,3.05,6.98,0.12,0,,,,
WE13,2014,8-Jul,7/8/14,12:44,41.7426,83.1368,8.2,2,23.3,236.9,245.2,0.4,92,,,454,7.71,0.15,0.31,34.38,2.22,15.55,1.65,0.26,8.23,0.33,,,3.28,0.6,0.36,0.06,2.43,3.3,0.14,0,,,,
WE2,2014,14-Jul,7/14/14,10:00,41.7629,83.3307,5.1,1.8,24.4,308.9,312.5,1.1,76,,,204,6.81,0.2,1.29,114.5,3.61,26.15,6.94,0.57,11.03,1.09,,,3.91,2.25,0.87,0.15,3.89,10.43,17.18,1.02,,,,
WE4,2014,14-Jul,7/14/14,12:30,41.8266,83.1937,8.2,3.5,24.2,267.4,271.5,0.2,94,,,607,7.26,0.18,0.32,34.4,1.07,13.07,3.12,0,13.36,0.39,,,0.97,0.61,0.45,0.07,2.78,3.96,0.71,0.17,,,,
WE6,2014,14-Jul,7/14/14,10:38,41.71,83.3812,2.5,1.5,25.2,363.8,362,2.2,59,,,405,6.69,0.46,1.26,216.9,5.41,59.31,32.01,18.39,29.95,2.73,,,4.97,1.21,0.85,0.15,5.67,19.29,0.87,0.57,,,,
WE8,2014,14-Jul,7/14/14,13:15,41.8353,83.3503,4.2,3.3,25.5,325.3,322.2,0.2,96,,,599,6.85,0.14,0.31,26.37,1.93,28.19,16.18,7.52,52.4,1.21,,,1.63,0.65,0.39,0.06,4.18,3.79,0.56,0.5,,,,
WE12,2014,14-Jul,7/14/14,11:17,41.7037,83.2607,6.1,1.5,24.6,283.9,285.9,1.9,62,,,530,8.73,0.26,0.55,26.75,3.7,23.11,4.62,0,3.04,0.45,,,4.42,1.05,0.58,0.1,3.05,7.74,0.73,0,,,,
WE13,2014,14-Jul,7/14/14,11:49,41.7423,83.1387,8.5,4,24.5,257,259.4,0.1,98,,,1523,7.39,0.14,0.27,38.27,0.99,11.39,2.08,0,8.28,0.33,,,1.38,0.98,0.5,0.08,2.87,4.28,0.96,0.44,,,,
WE2,2014,21-Jul,7/21/14,9:41,41.7643,83.3323,4.8,2,23.5,288.2,296.8,1,78,,,349,6.7,0.2,1.13,45.92,7.21,32.25,4.51,0.04,2.93,0.52,,,5.82,3.85,2.32,0.3,3.41,16.26,5.13,4.94,,,,
WE4,2014,21-Jul,7/21/14,12:15,41.8272,83.1956,6.3, ,24.1,251.2,255.9,0,100,,,215,5.98,0.13,0.55,27.14,1.57,14.32,1.74,0.14,1.69,0.32,,,3.18,2.3,0.89,0.13,2.38,5.95,6.14,1.82,,,,
WE6,2014,21-Jul,7/21/14,10:18,41.7135,83.3798,2.8,0.8,23.3,320.2,331.4,2.2,57,,,754,8.5,1,2.91,193.5,24.7,80.22,8.31,0,2.13,1.65,,,17.6,13.2,7.06,1.12,5.46,68.1,148.94,19.18,,,,
WE8,2014,21-Jul,7/21/14,13:01,41.834,83.3632,4.2, ,25.4,312.8,310.4,0.4,90,,,1105,5.31,0.17,0.29,25.26,2.04,28.89,9.2,1.7,7.7,0.6,,,2.64,2.08,1.23,0.16,3.54,8.8,1.03,3.74,,,,
WE12,2014,21-Jul,7/21/14,11:03,41.7037,83.2564,6,1.2,23.9,305.5,312.2,1.8,63,,,945,7.24,0.14,0.3,34.02,5.58,32.14,4.52,0,1.82,1.02,,,6.74,3.48,1.8,0.29,3.75,18.62,5.59,6.14,,,,
WE13,2014,21-Jul,7/21/14,11:43,41.7423,83.1371,8.2,3.8,24.2,261.7,266.1,0.2,96,,,1599,6.56,0.32,1.32,44.04,6.67,14.43,1.99,0,0.73,0.33,,,3.96,1.57,1.12,0.16,2.69,7.81,1.76,2.81,,,,
WE2,2014,29-Jul,7/29/14,9:42,41.7646,83.3308,4.8,2,22.2,269.3,285.5,0.8,83,,,973,7.29,0.19,1.6,35.28,3.52,23.55,5.99,2.5,6.48,0.44,,,3.13,2.01,0.78,0.11,3.4,10.02,8.81,3.98,,,,
WE4,2014,29-Jul,7/29/14,12:17,41.8273,83.1952,8.1, ,22.6,243.1,255.3,0.4,90,,,1150,7.13,0.17,0.25,19.21,2.45,16.46,3.07,1.01,9.39,0.31,,,2.71,1.74,0.61,0.09,2.44,6.12,4.77,1.01,,,,
WE6,2014,29-Jul,7/29/14,10:17,41.7123,83.382,2.4,0.5,21.7,356.6,381.4,7.3,16,,,38,8.72,1.06,10.75,183.9,23.2,104.04,10.3,1.12,0,1.43,,,22.53,13.57,6.01,1.12,6.02,126.14,201.19,20.56,,,,
WE8,2014,29-Jul,7/29/14,13:09,41.8352,83.3626,4.1, ,24,307.3,313.5,4,37,,,766,8.38,0.79,2.2,122,9,50.35,6.91,0.46,0,0.43,,,10.1,6.92,3.66,0.56,4.21,42.11,49.57,5.85,,,,
WE12,2014,29-Jul,7/29/14,10:53,41.7028,83.2579,5.9,0.6,22.2,296.8,314.6,7.7,15,,,467,8.84,0.47,1.28,85.57,15.5,67.5,7.93,3.46,0,1.03,,,17.86,6.32,2.86,0.52,3.68,33.15,27.74,6.93,,,,
WE13,2014,29-Jul,7/29/14,11:27,41.7387,83.1364,8.2, ,22.6,243.9,256.5,1.1,75,,,1279,8.8,0.12,0.7,26.71,2.35,18.5,3.46,0.57,0,0.29,,,3.44,1.29,0.5,0.08,2.34,5.63,2.56,1.74,,,,
WE2,2014,4-Aug,8/4/14,10:46,41.7652,83.3306,4.9,1,23.1,280.4,291.2,2.8,50,,,676,6.78,0.54,2.13,191.3,8.99,31.98,4.83,1.45,3.03,0.56,,,10.93,5,2.1,0.32,3.9,29.44,39.01,4.33,,,,
WE4,2014,4-Aug,8/4/14,14:45,41.8286,83.1942,8,1.6,24.6,257.9,259.9,1.1,76,,,400,8.05,0.28,1.1,39.18,3.56,22.09,3.17,0.55,1.64,0.14,,,5.65,4.7,1.75,0.24,3.28,18.11,15.38,1.54,,,,
WE6,2014,4-Aug,8/4/14,11:30,41.7113,83.3772,2.6,0.6,24.4,282.6,286.2,5.6,25,,,14,7.43,0.52,3.43,115.7,21.9,62.19,6.71,0.25,1.82,0.29,,,18.92,12.35,5.63,0.86,4.86,71.62,93.15,10.14,,,,
WE8,2014,4-Aug,8/4/14,15:30,41.8376,83.3637,4.2,0.8,24.5,265.3,268.2,3.8,39,,,404,7.34,0.56,4.06,60.82,12.3,40.07,4.88,0.17,1.31,0.09,,,14.93,9.1,2.94,0.41,3.67,46.53,21.34,4.31,,,,
WE12,2014,4-Aug,8/4/14,12:48,41.7026,83.263,6,0.6,24.6,289.5,291.8,4.4,33,,,530,9.01,0.33,2.24,61.84,17.7,44.37,5.34,0.1,3.25,0.62,,,16.6,10.77,4.65,0.68,3.95,54.46,45.43,9.28,,,,
WE13,2014,4-Aug,8/4/14,14:08,41.7423,83.1381,8.3,1.2,24.2,237.6,241.6,0.7,84,,,1255,7.75,0.17,0.38,19.57,2.11,14.98,1.67,0.17,2.04,0.22,,,2.79,2.08,0.97,0.14,2.57,6.74,8.46,1.17,,,,
WE2014.1,2014,4-Aug,8/4/14,12:00,41.7152,83.3287,2.9,0.5,24.9,287.3,288.1,8.9,11,,,82,8.88,0.41,3.94,78.82,22.3,60.24,7.38,0.39,2.58,0.58,,,22.1,9.43,3.76,0.56,,51.2,34.93,8.19,,,,
WE2014.2,2014,4-Aug,8/4/14,13:25,41.676,83.2388,5,1,24.5,274.2,276.8,3.3,43,,,645,10.15,0.46,2.37,51.84,20.4,53.01,6.11,0.05,2.66,0.54,,,18.5,14.23,5.1,0.74,,69.44,64.57,10.58,,,,
WE2,2014,11-Aug,8/11/14,11:34,41.7643,83.332,5.1,0.2,23.8,268.3,275.1,15.4,2,,,1,7.65,0.49,5.1,79.11,41.9,121.13,6.93,0.69,7.07,0.15,,,41.45,15,6.79,1.21,,71.96,268.78,29.3,,,,
WE4,2014,11-Aug,8/11/14,13:30,41.8263,83.1948,8.1,0.8,23.5,257.5,265.7,3.1,46,,,8,7.41,0.23,1.12,44.07,12,45.68,5.66,0.98,7.14,0.04,,,11.5,7.6,2.64,0.45,,30.23,52.11,11.4,,,,
WE6,2014,11-Aug,8/11/14,12:00,41.712,83.3792,2.8,0.2,23.6,262.3,269.8,20.1,1,,,4,8.16,0.92,16,151.4,66.3,133.03,6.17,0.1,4.02,0.22,,,56.8,20.9,7.95,1.36,,97.96,70.87,36.7,,,,
WE8,2014,11-Aug,8/11/14,14:02,41.8335,83.3631,4.2,0.4,23.7,259.3,266.2,7.4,16,,,35,6.93,0.35,2.96,43.01,22.6,80.38,7.93,1.65,9.14,0.02,,,19.7,9.47,3.63,0.65,,45.89,74.46,8.9,,,,
WE12,2014,11-Aug,8/11/14,12:31,41.7033,83.2587,6.1,0.6,23.8,262.9,269.6,4.9,30,,,26,8.24,0.2,2.5,49,11,43.56,5.62,1.53,8.12,0.15,,,11.57,3.13,1.34,0.25,,11.58,16.97,2.9,,,,
WE13,2014,11-Aug,8/11/14,13:02,41.7415,83.1484,8.3,1.2,23.5,261.8,270.1,2.1,60,,,83,7.03,0.16,0.48,34.49,8.5,24.71,4.03,0.09,9.92,0.22,,,6.2,1.68,1.07,0.18,,8.81,5.86,3.4,,,,
WE2,2014,18-Aug,8/18/14,9:38,41.758,83.3336,4.7,0.6,21.9,253.5,270,5.3,27,,,91,7.16,0.46,3.28,124.5,22.5,72.11,7.08,1.27,3.25,0,,,20.43,7.6,3.96,0.54,,39.39,23.89,4.71,,,,
WE4,2014,18-Aug,8/18/14,12:31,41.8265,83.1948,8,2.1,21.6,210.3,225.6,12,7,,,499,8.83,0.25,0.41,61.73,1.49,11.98,1.33,0,1.77,0.18,,,1.95,1,0.55,0.1,,5.86,1.08,0.21,,,,
WE6,2014,18-Aug,8/18/14,10:17,41.7108,83.3804,2.5,0.4,21.8,266.6,284.6,18.8,1,,,36,7.53,0.67,5.31,125.5,47.5,149.98,9,1.47,2.37,0,,,54.6,15.3,6.8,0.88,,50.7,25.56,4.14,,,,
WE8,2014,18-Aug,8/18/14,13:18,41.8341,83.3636,4.1,0.8,22.6,267,280.4,6.1,22,,,262,7.88,0.6,1.97,58.52,16.9,66.93,7.38,1.35,1.85,0,,,18.27,7.53,3.34,0.49,,36.01,11.37,2.54,,,,
WE12,2014,18-Aug,8/18/14,11:02,41.7041,83.2598,6,0.5,22,249.1,265.1,12.2,5,,,148,8.22,0.36,2.17,71.88,31.6,82.74,7.18,2.44,2.01,0,,,27.6,7.65,3.76,0.58,,33.35,15.78,3.39,,,,
WE13,2014,18-Aug,8/18/14,11:51,41.7428,83.1393,8.4,2,22,214.8,228.5,1.9,62,,,1171,8.55,0.23,0.33,47.28,2.01,13.61,1.58,0.29,2.97,0.17,,,2.71,1.23,0.56,0.09,,5.95,0.68,0.21,,,,
WE2,2014,25-Aug,8/25/14,9:50,41.7667,83.3341,4.8,0.6,24.1,274.2,279,9.2,10,,,54,6.53,0.49,2.1,113.6,22.4,90.27,21.17,15.75,3.38,0.01,,,19.8,6.57,2.82,0.44,4.18,27.1,18.81,2.7,,,,
WE4,2014,25-Aug,8/25/14,12:19,41.8275,83.194,7.9,3,23.9,233.3,238.4,0.3,92,,,1817,6.83,0.23,0.17,33.1,1.01,11.58,0.63,0.2,18.23,0.2,,,1.75,0.59,0.39,0.06,2.2,3.56,1.37,0.1,,,,
WE6,2014,25-Aug,8/25/14,10:23,41.7143,83.3806,2.8,0.4,24.6,285.9,288,16.3,2,,,166,5.88,0.63,5.23,135,32.5,114.08,11.5,4.42,2.37,0.02,,,36.4,9.25,4.55,0.65,4.46,32.5,15.24,3.6,,,,
WE8,2014,25-Aug,8/25/14,13:02,41.8326,83.3586,4.6,0.6,25.5,271.5,268.5,6.8,18,,,636,7.82,0.68,1.98,79.2,14.8,65.61,11.81,6.6,1.84,0.02,,,15.73,6.7,2.94,0.39,3.61,22.85,22.12,1.4,,,,
WE12,2014,25-Aug,8/25/14,11:05,41.705,83.2563,6,0.3,25,279.5,279.3,12.6,4,,,23,7.38,0.57,3.17,107.2,31.6,98.15,10.27,3.68,2.58,0.03,,,27.7,8.15,4.03,0.59,4.27,38.28,45.72,3.1,,,,
WE13,2014,25-Aug,8/25/14,11:45,41.7428,83.1409,8.1,1.7,24.1,227.1,231.4,1.4,71,,,1406,6.62,0.3,0.51,35.8,3.11,17.14,1.39,0.35,2.69,0.04,,,4.82,2.65,1.27,0.19,2.69,11.01,16.76,1.8,,,,
WE2,2014,2-Sep,9/2/14,10:16,41.7642,83.3281,4.2,0.4,,,,,,,,,,0.87,2.37,204.1,19.3,71.65,8.88,4.38,4.92,0.03,,,21.67,6.9,2.33,0.36,4.02,36.74,7.11,0.6,0,,,
WE4,2014,2-Sep,9/2/14,12:31,41.8278,83.2045,7.8,1,,,,,,,,,,0.53,1.44,203.2,6.72,30.69,2.83,0.9,5.28,0.07,,,7.68,4.08,1.55,0.26,2.57,28.42,7.53,0.2,0,,,
WE6,2014,2-Sep,9/2/14,10:49,41.7068,83.3846,2.9,0.4,,,,,,,,,,1.77,6.05,389.6,37.2,141.23,9.27,3.26,4.78,0.04,,,45.1,19.8,7.5,1.11,5.53,101.44,84.32,6.6,0.17,,,
WE8,2014,2-Sep,9/2/14,13:19,41.8341,83.3613,4.4,0.3,,,,,,,,,,1.4,7.48,208.2,30,104.04,10.7,4.99,5.84,0.05,,,29.93,11.2,4.26,0.65,4.49,66.88,57.82,3.5,0,,,
WE12,2014,2-Sep,9/2/14,11:22,41.7026,83.257,5.8,0.6,,,,,,,,,,0.77,1.27,206.9,11.1,47.61,6.04,1.81,1.63,0.05,,,14.04,4.98,1.76,0.27,3.19,23.62,6.25,0.3,0,,,
WE13,2014,2-Sep,9/2/14,11:54,41.7403,83.1413,8,1,,,,,,,,,,0.53,0.38,88.9,4.36,21.62,2.38,0,3.83,0.09,,,5.39,2.49,1.23,0.18,2.3,18.69,23.76,0,0,,,
WE2,2014,8-Sep,9/8/14,9:51,41.7652,83.3326,4.8,0.8,,,,,,,,,,0.6,1.82,177.54,9.23,42.73,9,4.08,1.15,0.05,,,10.78,3.74,1.57,0.21,3.56,20.77,3.24,0.6,0.48,,,
WE4,2014,8-Sep,9/8/14,12:29,41.8264,83.1938,7.8,1.4,,,,,,,,,,0.84,1.23,176.71,6.55,30.58,3.86,0.27,1.54,0.06,,,8.52,4,1.57,0.28,3.22,26.24,15.81,0.8,0.25,,,
WE6,2014,8-Sep,9/8/14,10:28,41.7108,83.3813,2.4,0.4,,,,,,,,,,1.16,3.72,277.46,26.2,97.53,,3.31,1.47,0.06,,,29.8,13.05,4.15,0.5,5.03,53.38,15.32,2.1,1.94,,,
WE8,2014,8-Sep,9/8/14,13:13,41.8334,83.3636,4,0.4,,,,,,,,,,0.84,3.28,131.48,17.6,82.51,17.6,10.73,1.88,0.07,,,20.6,9.9,3.62,0.45,4.61,41.82,31.94,3.5,0.91,,,
WE12,2014,8-Sep,9/8/14,11:08,41.7044,83.2554,6,0.7,,,,,,,,,,1.08,1.35,184.42,9.46,47.39,7.12,1.87,1.1,0.07,,,12.47,5.47,1.58,0.2,3.24,23.2,4.44,0.4,0.31,,,
