State,SUID,STAID,STAID-Gage,SNAME,Landuse,Area,SampleType,Date,Time,Month,Season,Sample period,State sampling period,AmmoniaCen,Ammonia,Discharge instant.,Dissolved oxygen,TKNCensoredwf,NH3PorgNwf,NH3PorgNwuCensored,NH3PorgNwu,NoxwfCensored,Noxwf,Total Nitrogen-calc.,NitritewfCensored,Nitritewf,PO4wfCensored,PO4wf,TpwfCensored,Tpwf,TpwuCensored,Tpwu,Conductivity25C,Temp,pH
ILLINOIS,UIRB,5525500,5525500,"SUGAR CREEK AT MILFORD, IL",Cropland,446,Wadeable,07/15/2004,930,7,Summer,Uptake,State,E,0.03,384,6.9,,,,,-,7.07,8.028,-,0.033,-,0.097,,,-,0.1781,590,22.4,7.5
ILLINOIS,UIRB,5525500,5525500,"SUGAR CREEK AT MILFORD, IL",Cropland,446,Wadeable,08/06/2004,1000,8,Summer,Uptake,State,<,0.04,100,7.4,,,,,-,3.07,3.361,-,0.017,-,0.041,,,-,0.1007,630,19.9,7.9
ILLINOIS,UIRB,5525500,5525500,"SUGAR CREEK AT MILFORD, IL",Cropland,446,Wadeable,12/15/2004,1245,12,Fall,Loading,Other,E,0.035,476,12.8,-,0.271,-,0.39,-,8.04,8.432,-,0.01,-,0.046,-,0.0461,-,0.0803,637,2,8.3
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,03/27/1996,1234,3,Winter,Loading,Other,-,0.88,1350,11.3,-,2.2,-,3,-,6.3,9.3,-,0.05,-,0.1,-,0.14,-,0.58,236,0,7.2
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,04/18/1996,945,4,Spring,Loading,Other,<,0.015,138,10.3,-,0.3,-,0.7,-,2.6,3.3,-,0.02,-,0.01,<,0.01,-,0.09,396,10.7,8.5
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,05/16/1996,1003,5,Spring,Loading,Other,<,0.015,113,9.2,-,0.3,-,0.6,-,2.7,3.3,-,0.03,<,0.01,<,0.01,-,0.1,408,12.7,8.1
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,06/24/1996,1148,6,Spring,Loading,State,<,0.015,820,7.4,-,0.5,-,0.7,-,15,15.7,-,0.1,-,0.03,-,0.02,-,0.13,452,19.2,7.7
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,07/18/1996,1100,7,Summer,Uptake,State,-,0.02,92,6.9,-,0.2,-,0.6,-,3,3.6,-,0.02,-,0.06,-,0.03,-,0.08,422,24.8,7.9
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,08/15/1996,1022,8,Summer,Uptake,State,-,0.02,31,8,-,0.3,-,0.8,-,0.11,0.91,-,0.01,-,0.07,-,0.05,-,0.14,420,21.1,8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,09/19/1996,950,9,Summer,Uptake,State,<,0.015,19.2,9.6,-,0.2,-,0.9,-,0.15,1.05,-,0.01,-,0.02,-,0.01,-,0.1,433,14,8.2
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,10/09/1996,1043,10,Fall,Uptake,Other,<,0.015,19,9.3,<,0.2,-,0.3,-,0.31,0.61,<,0.01,-,0.02,-,0.01,-,0.06,417,10.5,7.9
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,11/06/1996,1118,11,Fall,Loading,Other,-,0.09,49,,-,0.3,-,0.4,-,1.8,2.2,-,0.03,-,0.02,-,0.03,-,0.03,434,5.4,8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,12/04/1996,1011,12,Fall,Loading,Other,-,0.15,165,14.1,-,0.3,-,0.5,-,7.3,7.8,-,0.04,-,0.04,-,0.02,-,0.03,450,0,7.8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,01/08/1997,1103,1,Winter,Loading,Other,-,0.41,321,11.2,-,1,-,1.1,-,7,8.1,-,0.05,-,0.11,-,0.12,-,0.21,407,0,7.3
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,02/05/1997,1105,2,Winter,Loading,Other,-,0.23,133,10,-,0.5,-,0.5,-,4.1,4.6,-,0.05,<,0.01,-,0.02,-,0.04,451,0,7.3
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,03/17/1997,1305,3,Winter,Loading,Other,-,0.63,1160,10.6,-,1.3,-,1.6,-,3.3,4.9,-,0.06,-,0.06,-,0.08,-,0.22,253,8,7.2
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,04/09/1997,858,4,Spring,Loading,Other,-,0.08,707,13,-,0.4,-,1.3,-,8.5,9.8,-,0.04,-,0.04,-,0.03,-,0.34,372,1.94,7.9
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,05/05/1997,1044,5,Spring,Loading,Other,-,0.043,1240,10.2,-,0.558,-,0.563,-,9.49,10.052,-,0.071,-,0.048,-,0.054,-,0.088,380,10.2,7.6
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,06/04/1997,954,6,Spring,Loading,State,<,0.015,158,8.1,-,0.211,-,0.557,-,6.5,7.059,-,0.059,-,0.02,<,0.01,-,0.075,428,19.9,7.9
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,06/22/1997,1130,6,Spring,Loading,State,-,0.113,309,7.3,-,0.54,-,0.975,-,8.5,9.472,-,0.094,-,0.054,-,0.125,-,0.226,418,22.3,7.4
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,07/09/1997,824,7,Summer,Uptake,State,<,0.015,92.7,7.8,-,0.232,-,0.579,-,4.31,4.888,-,0.016,-,0.034,-,0.022,-,0.096,437,20.7,7.7
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,08/05/1997,819,8,Summer,Uptake,State,<,0.015,104,7.8,-,0.366,-,0.411,-,5.67,6.082,-,0.029,-,0.042,-,0.055,-,0.065,467,22.2,8.1
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,08/28/1997,1230,8,Summer,Uptake,State,<,0.015,54,9.6,-,0.519,-,0.527,-,0.17,0.698,-,0.146,<,0.01,-,0.018,-,0.033,396,22.2,7.9
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,09/04/1997,944,9,Summer,Uptake,State,<,0.015,156,9.3,-,0.356,-,0.814,-,3.87,4.685,-,0.042,-,0.052,-,0.052,-,0.178,429,17.8,8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,10/09/1997,1228,10,Fall,Uptake,Other,<,0.015,79,10.2,-,0.501,-,0.531,-,1.86,2.389,-,0.041,<,0.01,-,0.037,-,0.043,429,17.7,8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,11/06/1997,1249,11,Fall,Loading,Other,<,0.02,123,11.9,-,0.273,-,0.365,-,6.69,7.055,-,0.031,-,0.028,-,0.021,-,0.03,448,4.5,8.2
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,12/03/1997,1249,12,Fall,Loading,Other,<,0.02,81,13.2,-,0.191,-,0.239,-,4.57,4.809,-,0.019,-,0.014,-,0.012,-,0.022,430,1.8,8.1
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,01/07/1998,1247,1,Winter,Loading,Other,-,0.046,85,13.4,-,0.315,-,0.245,-,4.01,4.251,<,0.01,-,0.023,<,0.01,-,0.014,451,0,8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,02/19/1998,1351,2,Winter,Loading,Other,-,0.843,717,11.1,-,2.208,-,2.669,-,4.41,7.077,-,0.059,-,0.288,-,0.366,-,0.567,278,0.17,7.6
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,03/13/1998,1223,3,Winter,Loading,Other,-,0.078,275,13.8,-,0.298,-,0.516,-,10.77,11.286,-,0.035,-,0.015,<,0.01,-,0.048,456,0.3,7.9
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,04/02/1998,1443,4,Spring,Loading,Other,-,0.075,1890,10.1,-,0.814,-,1.217,-,8.86,10.079,-,0.038,-,0.084,-,0.096,-,0.206,329,6.5,7.5
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,05/06/1998,1249,5,Spring,Loading,Other,-,0.034,207,9.7,-,0.266,-,0.253,-,7.84,8.091,-,0.032,-,0.014,<,0.01,-,0.013,437,16.7,8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,05/19/1998,940,5,Spring,Loading,Other,-,0.04,210,7.6,-,0.472,-,0.656,-,9.23,9.889,-,0.062,-,0.027,-,0.022,-,0.078,443,21.7,7.8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,05/27/1998,1335,5,Spring,Loading,Other,-,0.081,601,9,-,0.593,-,0.882,-,14.46,15.342,-,0.105,-,0.014,-,0.03,-,0.149,457,17.9,7.6
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,06/03/1998,1450,6,Spring,Loading,State,-,0.033,334,9.1,-,0.357,-,0.753,-,12.5,13.253,-,0.078,-,0.039,-,0.069,-,0.063,451,16.1,8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,06/20/1998,1030,6,Spring,Loading,State,<,0.02,1240,6.8,-,0.559,-,1.561,-,8.12,9.682,-,0.072,-,0.075,-,0.092,-,0.349,275,18.7,7.3
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,07/08/1998,1315,7,Summer,Uptake,State,-,0.02,515,8,-,0.69,-,0.978,-,9.7,10.674,-,0.103,-,0.021,-,0.022,-,0.096,431,22.9,7.4
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,08/05/1998,1231,8,Summer,Uptake,State,-,0.047,79.6,8.6,-,0.257,-,0.443,-,1.92,2.362,-,0.016,-,0.045,-,0.029,-,0.081,406,21.7,7.9
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,09/02/1998,1308,9,Summer,Uptake,State,<,0.02,153,9.2,-,0.467,-,1.056,-,5.45,6.506,-,0.035,-,0.064,-,0.081,-,0.169,403,20.5,7.9
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,07/22/1999,1100,7,Summer,Uptake,State,-,0.059,13600,6.9,-,0.863,-,0.533,-,1.69,2.221,-,0.04,-,0.18,-,0.194,-,0.159,110,22.9,6.5
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,01/11/2001,914,1,Winter,Loading,Other,-,0.147,58.2,11.1,-,0.33,-,0.467,-,4.97,5.44,-,0.048,<,0.018,-,0.011,-,0.044,458,0,7.4
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,02/07/2001,1045,2,Winter,Loading,Other,-,0.21,57,8.7,-,0.544,-,0.474,-,5.5,5.97,-,0.042,<,0.018,-,0.013,-,0.052,480,0,7.5
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,03/08/2001,929,3,Winter,Loading,Other,-,0.167,61.4,10.5,-,0.427,-,0.466,-,5.05,5.518,-,0.028,E,0.012,-,0.019,-,0.075,476,0,7.3
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,04/11/2001,840,4,Spring,Loading,Other,-,0.084,2500,9.3,-,0.596,-,0.8869,-,7.09,7.972,-,0.0636,-,0.0861,-,0.103,-,0.2139,242,10.6,7.2
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,05/03/2001,715,5,Spring,Loading,Other,<,0.041,834,9.5,-,0.747,-,1.206,-,8.03,9.239,-,0.062,-,0.044,-,0.1,-,0.231,359,14.6,7.3
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,06/06/2001,1010,6,Spring,Loading,State,<,0.04,322,9.2,-,0.3,-,0.432,-,10.04,10.476,-,0.034,<,0.02,-,0.0418,-,0.0995,422,13.4,7.6
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,07/03/2001,1034,7,Summer,Uptake,State,E,0.032,105,7.9,-,0.348,-,0.72,-,6.48,7.196,-,0.043,-,0.024,-,0.0399,-,0.1499,468,22,7.8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,08/08/2001,836,8,Summer,Uptake,State,E,0.034,30.7,6.3,-,0.448,-,0.77,-,0.34,1.108,-,0.014,-,0.019,-,0.0467,-,0.1614,378,26.8,7.5
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,09/07/2001,831,9,Summer,Uptake,State,<,0.04,30.7,,-,0.288,-,0.624,-,0.41,1.034,-,0.009,-,0.03,-,0.0539,-,0.1124,343,21.2,8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,10/03/2001,944,10,Fall,Uptake,Other,<,0.04,36,9,,,-,0.585,-,1.75,2.33,E,0.007,E,0.017,,,-,0.1191,401,15.4,7.6
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,11/05/2001,940,11,Fall,Loading,Other,<,0.04,36.3,11.3,,,-,0.485,-,1.58,2.068,E,0.007,<,0.02,,,-,0.0704,420,7.5,7.9
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,12/03/2001,1000,12,Fall,Loading,Other,<,0.04,46,12.3,,,-,0.433,-,2.3,2.735,E,0.006,<,0.02,,,-,0.0862,432,3,8.1
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,01/07/2002,1046,1,Winter,Loading,Other,-,0.155,28.8,11,,,-,0.395,-,5.1,5.497,-,0.035,E,0.01,,,-,0.0656,579,0.1,7.4
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,02/11/2002,951,2,Winter,Loading,Other,-,0.046,29.9,13.5,,,-,0.347,-,3.67,4.013,-,0.024,<,0.02,,,-,0.0825,473,0.1,7.6
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,04/02/2002,945,4,Spring,Loading,Other,E,0.024,66.3,13.1,,,-,0.422,-,3.47,3.89,-,0.029,E,0.012,,,-,0.0848,411,4.6,8.1
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,05/01/2002,953,5,Spring,Loading,Other,-,0.049,603,10.1,,,-,0.746,-,10.69,11.433,-,0.052,-,0.032,,,-,0.131,409,11.9,7.7
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,06/05/2002,1015,6,Spring,Loading,State,-,0.104,593,10.1,,,-,1.194,-,9.41,10.603,-,0.079,-,0.091,,,-,0.351,360,15.1,7.5
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,07/02/2002,1015,7,Summer,Uptake,State,<,0.04,194,7.5,,,-,0.529,-,9.91,10.44,-,0.038,-,0.042,,,-,0.194,449,25.5,7.8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,08/02/2002,915,8,Summer,Uptake,State,<,0.04,300,7.3,,,-,1.02,-,5.59,6.608,-,0.052,-,0.076,,,-,0.235,359,23,7.5
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,10/01/2002,946,10,Fall,Uptake,Other,<,0.04,35,9,,,-,0.338,-,1.65,1.99,-,0.078,<,0.02,,,-,0.0866,425,18,7.7
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,11/04/2002,1005,11,Fall,Loading,Other,<,0.04,40.3,14,,,-,0.307,-,3.37,3.672,-,0.011,-,0.019,,,-,0.0771,460,2.65,7
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,12/03/2002,945,12,Fall,Loading,Other,E,0.021,23.8,15.5,,,-,0.269,-,4.02,4.293,-,0.021,E,0.014,,,-,0.0615,506,0.11,7.3
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,01/07/2003,946,1,Winter,Loading,Other,<,0.04,8.79,22.1,,,-,0.249,-,3.68,3.927,-,0.017,E,0.009,,,-,0.0739,495,0.1,7.8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,02/03/2003,1043,2,Winter,Loading,Other,-,0.199,10.4,4.6,,,-,0.487,-,3.99,4.478,-,0.057,E,0.011,,,-,0.0636,593,0.1,7.3
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,04/02/2003,929,4,Spring,Loading,Other,-,0.162,103,10.8,,,-,0.865,-,3.65,4.516,-,0.056,-,0.026,,,-,0.1126,409,8.3,7.7
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,05/05/2003,1014,5,Spring,Loading,Other,<,0.04,327,10.4,,,-,0.744,-,7.03,7.776,-,0.021,<,0.02,,,-,0.1122,440,10.4,7.9
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,06/03/2003,930,6,Spring,Loading,State,<,0.04,135,9.2,,,-,0.794,-,7.65,8.439,-,0.041,-,,,,-,0.1007,450,15,8.1
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,07/08/2003,954,7,Summer,Uptake,State,<,0.04,305,6.9,,,-,0.88,-,7.68,8.562,-,0.034,-,0.06,,,-,0.222,438,24.4,7.9
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,08/05/2003,953,8,Summer,Uptake,State,<,0.041,54.7,10.2,,,-,0.394,-,2.07,2.463,-,0.014,-,0.056,,,-,0.119,394,21.5,8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,10/06/2003,945,10,Fall,Uptake,Other,<,0.04,15.3,10.3,,,,,-,0.93,1.092,-,0.009,-,0.026,,,-,0.0684,443,10.9,8.2
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,11/04/2003,1005,11,Fall,Loading,Other,<,0.04,36.7,11.9,,,,,-,0.47,0.878,-,0.012,-,0.022,,,-,0.0791,396,5.7,7.8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,12/02/2003,952,12,Fall,Loading,Other,E,0.028,22.3,14.6,,,,,-,2.28,2.836,-,0.017,<,0.006,,,-,0.0561,488,0.1,7.8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,01/06/2004,1026,1,Winter,Loading,Other,<,0.04,16,11.3,,,,,-,3.74,3.999,-,0.033,-,0.015,,,-,0.0712,539,0.1,7.8
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,02/09/2004,1016,2,Winter,Loading,Other,-,0.219,14,4.5,,,,,-,3.38,3.774,-,0.063,-,0.015,,,-,0.062,550,0.1,7.2
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,04/05/2004,1025,4,Spring,Loading,Other,<,0.04,200,11.1,,,,,-,9.43,10.421,-,0.048,E,0.003,,,-,0.0948,462,8.6,7.6
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,05/03/2004,924,5,Spring,Loading,Other,<,0.04,123,10.3,,,,,-,8.08,8.787,-,0.07,-,0.016,,,-,0.0884,457,10.4,7.7
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,06/02/2004,1035,6,Spring,Loading,State,<,0.04,2250,7.5,,,,,-,12.04,13.474,-,0.144,-,0.078,,,-,0.1772,347,15.7,7.6
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,07/06/2004,1022,7,Summer,Uptake,State,<,0.04,516,7.3,,,,,-,8.28,8.818,-,0.032,-,0.073,,,-,0.22,433,21,7.6
IOWA,EIWA,5420680,5420680,"WAPSIPINICON RIVER NEAR TRIPOLI, IA",Cropland,346,Wadeable,08/03/2004,1025,8,Summer,Uptake,State,<,0.04,184,7.5,,,,,-,5.35,5.629,-,0.013,-,0.057,,,-,0.1414,423,23.5,7.9
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,04/04/1996,830,4,Spring,Loading,Other,-,0.09,257,12.1,-,0.5,-,0.6,-,1.6,2.2,-,0.01,<,0.01,<,0.01,-,0.03,852,5.5,8.4
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,05/02/1996,1125,5,Spring,Loading,Other,-,0.04,470,13.8,-,0.4,-,0.5,-,0.81,1.31,-,0.01,<,0.01,-,0.02,-,0.04,762,10,8.3
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,05/15/1996,1200,5,Spring,Loading,Other,-,0.09,386,11.6,-,0.6,-,0.6,-,0.9,1.5,-,0.02,<,0.01,<,0.01,-,0.02,745,11.5,8.3
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,06/05/1996,1055,6,Spring,Loading,State,-,0.1,289,9.1,-,0.5,-,0.8,-,0.84,1.64,-,0.02,-,0.03,-,0.05,-,0.09,741,17,8.3
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,06/20/1996,1325,6,Spring,Loading,State,-,0.07,1150,7.6,-,0.5,-,0.5,-,0.57,1.07,-,0.03,-,0.02,-,0.02,<,0.01,606,21,8.2
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,07/10/1996,1015,7,Summer,Uptake,State,-,0.14,185,8.4,-,0.7,-,0.7,-,2.5,3.2,-,0.03,-,0.03,-,0.03,-,0.07,763,18,8.3
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,08/14/1996,930,8,Summer,Uptake,State,-,0.12,82.9,7.2,-,0.5,-,0.9,-,1.9,2.8,-,0.06,-,0.05,-,0.06,-,0.08,622,21,7.9
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,09/10/1996,958,9,Summer,Uptake,State,-,0.08,184,8.2,-,0.4,-,0.7,-,1.3,2,-,0.03,-,0.08,-,0.05,-,0.13,686,20.5,8.3
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,10/31/1996,1157,10,Fall,Uptake,Other,-,0.1,576,11.4,-,0.4,-,0.5,-,0.58,1.08,-,0.03,-,0.03,-,0.02,-,0.05,696,7.5,8.3
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,11/26/1996,1340,11,Fall,Loading,Other,-,0.12,258,13.5,-,0.5,-,0.5,-,1,1.5,-,0.01,-,0.04,-,0.04,-,0.06,1420,2,8.3
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,12/18/1996,1405,12,Fall,Loading,Other,-,0.15,389,13.7,-,0.5,-,0.6,-,1,1.6,-,0.03,-,0.02,-,0.01,-,0.07,1240,1,8.3
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,01/09/1997,1130,1,Winter,Loading,Other,-,0.15,338,13.2,-,0.5,-,0.5,-,1.1,1.6,-,0.02,-,0.01,<,0.01,-,0.02,846,0.5,8.2
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,01/23/1997,1445,1,Winter,Loading,Other,-,0.29,700,13.3,-,0.9,-,0.7,-,1.1,1.8,-,0.04,-,0.04,-,0.06,-,0.04,1383,0,8.1
MICHIGAN,LERI,4161820,4161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",Urban,309,Wadeable,02/07/1997,1152,2,Winter,Loading,Other,-,0.228,323,13.5,-,0.631,-,0.733,-,1.23,1.96,<,0.01,<,0.01,<,0.01,-,0.034,1046,2,8.3
