State,SUID,STAID,STAID-Gage,SNAME,Landuse,Area,SampleType,Date,Time,Month,Season,Sample period,State sampling period,AmmoniaCen,Ammonia,Discharge instant.,Dissolved oxygen,TKNCensoredwf,NH3PorgNwf,NH3PorgNwuCensored,NH3PorgNwu,NoxwfCensored,Noxwf,Total Nitrogen-calc.,NitritewfCensored,Nitritewf,PO4wfCensored,PO4wf,TpwfCensored,Tpwf,TpwuCensored,Tpwu,Conductivity25C,Temp,pH
INDIANA,WHMI,3275000,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",Cropland,529,Wadeable,01/05/2000,1150,1,Winter,Loading,Other,-,0.088,239,13,-,0.239,-,0.431,-,2.53,2.957,-,0.02,-,0.024,-,0.028,-,0.063,605,4.54,8.4
INDIANA,WHMI,3275000,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",Cropland,529,Wadeable,02/10/2000,1220,2,Winter,Loading,Other,-,0.131,75,14.7,-,0.269,-,0.359,-,2.59,2.95,-,0.034,-,0.032,-,0.043,-,0.06,708,5.5,8.4
INDIANA,WHMI,3275000,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",Cropland,529,Wadeable,03/15/2000,1200,3,Winter,Loading,Other,<,0.02,201,15,-,0.158,-,0.193,-,3.75,3.938,-,0.044,<,0.01,-,0.009,-,0.024,651,10.01,8.5
INDIANA,WHMI,3275000,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",Cropland,529,Wadeable,03/20/2000,1140,3,Winter,Loading,Other,<,0.02,760,11.8,-,0.249,-,0.939,-,4.38,5.319,-,0.021,-,0.012,-,0.019,-,0.158,535,8.13,8.3
INDIANA,WHMI,3275000,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",Cropland,529,Wadeable,04/11/2000,1200,4,Spring,Loading,Other,-,0.034,1460,11.2,-,0.387,-,0.501,-,7.34,7.844,-,0.012,-,0.044,-,0.055,-,0.121,574,8.97,8.2
INDIANA,WHMI,3275000,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",Cropland,529,Wadeable,05/10/2000,1230,5,Spring,Loading,Other,<,0.02,324,12.1,-,0.147,-,0.276,-,3.4,3.676,-,0.024,<,0.01,-,0.009,-,0.012,630,19.59,8.3
INDIANA,WHMI,3275000,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",Cropland,529,Wadeable,06/01/2000,1340,6,Spring,Loading,State,<,0.02,350,9.6,-,0.151,-,0.306,-,5.17,5.48,-,0.023,-,0.019,-,0.02,-,0.03,627,22.3,8.1
INDIANA,WHMI,3275000,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",Cropland,529,Wadeable,06/15/2000,1320,6,Spring,Loading,State,-,0.066,769,7.7,-,0.391,-,0.786,-,4.07,4.851,-,0.041,-,0.037,-,0.051,-,0.159,531,23.2,8.1
INDIANA,WHMI,3275000,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",Cropland,529,Wadeable,07/13/2000,1250,7,Summer,Uptake,State,<,0.02,287,10,-,0.143,-,0.195,-,3.87,4.064,<,0.01,-,0.028,-,0.03,-,0.041,644,22.7,8.2
INDIANA,WHMI,3275000,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",Cropland,529,Wadeable,08/17/2000,1250,8,Summer,Uptake,State,<,0.02,220,8.3,-,0.121,-,0.233,-,2.83,3.062,-,0.019,-,0.021,-,0.025,-,0.041,675,20.88,8.1
INDIANA,WHMI,3275000,3275000,"WHITEWATER RIVER NEAR ALPINE, IN",Cropland,529,Wadeable,09/13/2000,1230,9,Summer,Uptake,State,<,0.02,155,9.4,-,0.158,-,0.26,-,2.71,2.966,-,0.013,-,0.022,-,0.031,-,0.043,648,19.07,8.1
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,04/05/1993,1130,4,Spring,Loading,Other,-,0.04,341,10.1,-,0.4,-,0.5,-,2.8,3.3,-,0.01,-,0.04,-,0.03,-,0.11,318,8.9,8
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,04/29/1993,1130,4,Spring,Loading,Other,-,0.03,259,8.9,-,0.6,-,0.4,-,0.62,1.02,<,0.01,<,0.01,-,0.03,-,0.05,293,14.39,8
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,05/13/1993,1430,5,Spring,Loading,Other,-,0.18,3800,8,-,0.7,-,2.2,-,0.69,2.89,-,0.02,-,0.04,-,0.05,-,0.58,175,16.51,7.5
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,06/11/1993,1330,6,Spring,Loading,State,-,0.06,55,7.2,<,0.2,-,0.6,-,1.6,2.2,-,0.03,-,0.03,-,0.05,-,0.07,387,22.48,7.8
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,07/09/1993,1200,7,Summer,Uptake,State,-,0.05,49,,-,0.3,-,0.5,-,2.2,2.7,-,0.02,-,0.03,-,0.05,-,0.06,408,27.35,7.5
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,08/12/1993,1300,8,Summer,Uptake,State,-,0.05,23,5.9,-,0.4,-,0.9,-,0.21,1.11,<,0.01,<,0.01,<,0.01,-,0.07,365,23.78,7.5
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,09/15/1993,1130,9,Summer,Uptake,State,-,0.04,18,6.8,-,0.2,-,0.2,-,0.95,1.15,<,0.01,-,0.02,-,0.03,-,0.04,407,20.95,7.8
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,10/25/1993,1130,10,Fall,Uptake,Other,-,0.03,71,9.2,-,0.4,-,0.5,-,1.1,1.6,-,0.01,-,0.05,-,0.04,-,0.11,354,10.82,7.8
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,11/15/1993,1200,11,Fall,Loading,Other,-,0.02,9030,8.4,-,0.6,-,1,-,0.73,1.73,-,0.01,-,0.13,-,0.13,-,0.34,150,13.58,7.3
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,12/06/1993,1030,12,Fall,Loading,Other,-,0.04,1320,,-,0.8,-,0.6,-,1.3,1.9,<,0.01,-,0.06,-,0.06,-,0.14,,,8.1
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,02/16/1994,1200,2,Winter,Loading,Other,-,0.03,215,13.4,-,0.2,-,0.3,-,1.2,1.5,-,0.06,<,0.01,-,0.02,-,0.04,334,2.11,8.3
INDIANA,WHMI,3366500,3366500,"MUSCATATUCK RIVER NEAR DEPUTY, IN",Cropland,293,Wadeable,03/23/1994,1100,3,Winter,Loading,Other,<,0.01,198,10.8,<,0.2,-,0.4,-,0.7,1.1,-,0.01,<,0.01,<,0.01,-,0.02,346,8.97,8.4
