DATE,INSTITUTION,TP,SECCHI,LAT,LONG,YEAR,SEASON,DISTANCE
9/14/2011,Toledo,128,0.32,41.733,-83.296,2011,Late,0.2041
10/8/2013,Toledo,128.1,0.4,41.716,-83.456,2013,Late,0.0456
7/15/2011,Toledo,128.7,0.3,41.742,-83.402,2011,Mid,0.106
8/30/2010,NOAA,129.71,0.8,41.834,-83.364,2010,Mid,0.1914
9/27/2010,NOAA,129.77,0.3,41.705,-83.385,2010,Late,0.1122
7/15/2013,Toledo,130.2,0.9,41.821,-83.186,2013,Mid,0.3349
8/10/2010,Toledo,130.4,0.55,41.716,-83.456,2010,Mid,0.0457
6/4/2010,Toledo,130.8,0.65,41.742,-83.403,2010,Early,0.1048
9/29/2010,Toledo,131.2,0.25,41.716,-83.455,2010,Late,0.0463
8/30/2010,NOAA,132.04,0.5,41.762,-83.403,2010,Mid,0.1149
9/12/2011,NOAA,132.53,0.5,41.721,-83.236,2011,Late,0.262
6/4/2012,Toledo,132.8,0.4,41.716,-83.455,2012,Early,0.0465
3/19/2012,OEPA,133,,41.733,-83.416237,2012,Early,0.0887
6/28/2010,NOAA,134.38,2.1,41.717,-83.363,2010,Early,0.1354
4/13/2012,Toledo,134.6,0.45,41.716,-83.455,2012,Early,0.0462
7/3/2013,Toledo,135.7,0.4,41.742,-83.401,2013,Mid,0.106
5/19/2011,ODNR,136.8000031,,41.702,-83.248,2011,Early,0.2492
6/28/2010,NOAA,137.25,2.4,41.705,-83.385,2010,Early,0.112
9/14/2011,Toledo,137.4,0.42,41.716,-83.455,2011,Late,0.0458
9/10/2010,NOAA,138.98,0.3,41.705,-83.387,2010,Late,0.1102
7/11/2011,ODNR,139.5,,41.839,-83.055,2011,Mid,0.4645
9/1/2012,Toledo,140.4,0.95,41.743,-83.401,2012,Late,0.1061
5/20/2010,Toledo,141.8,0.2,41.743,-83.402,2010,Early,0.1055
5/31/2011,Toledo,143.3,0.3,41.789,-83.355,2011,Early,0.1697
10/11/2011,Toledo,144,0.7,41.716,-83.455,2011,Late,0.046
7/15/2013,Toledo,146.2,0.4,41.742,-83.402,2013,Mid,0.1057
8/27/2012,Toledo,148.3,1,41.715,-83.455,2012,Mid,0.0459
8/5/2011,Toledo,148.5,0.5,41.715,-83.456,2011,Mid,0.0455
9/11/2012,Toledo,150.3,1,41.715,-83.455,2012,Late,0.0458
8/30/2010,NOAA,150.44,0.4,41.705,-83.386,2010,Mid,0.1111
6/27/2011,Toledo,150.5,0.31,41.715,-83.455,2011,Early,0.0458
8/19/2011,Toledo,151.1,0.5,41.716,-83.455,2011,Mid,0.0461
10/4/2011,ODNR,151.6999969,,41.839,-83.055,2011,Late,0.4645
7/15/2013,Toledo,151.7,0.5,41.806,-83.27,2013,Mid,0.2519
8/13/2012,NOAA,152.08,0.3,41.71,-83.38,2012,Mid,0.1179
6/3/2011,ODNR,152.1000061,,41.839,-83.055,2011,Early,0.4645
7/11/2011,Toledo,152.4,0.5,41.716,-83.455,2011,Mid,0.0462
8/2/2012,Toledo,152.4,1,41.742,-83.401,2012,Mid,0.1066
9/21/2010,NOAA,153.99,0.3,41.718,-83.424,2010,Late,0.0765
8/30/2011,ODNR,157.3999939,,41.702,-83.248,2011,Mid,0.2492
6/28/2011,NOAA,157.58,0.5,41.717,-83.422,2011,Early,0.0782
7/16/2012,Toledo,157.6,0.6,41.716,-83.455,2012,Mid,0.0465
6/4/2010,Toledo,159.5,0.45,41.715,-83.456,2010,Early,0.045
6/8/2011,Toledo,160.4,0.5,41.789,-83.356,2011,Early,0.1684
6/14/2010,NOAA,161.27,0.5,41.704,-83.386,2010,Early,0.1113
7/30/2013,Toledo,166.2,0.4,41.733,-83.297,2013,Mid,0.2031
6/30/2011,ODNR,168.8999939,,41.702,-83.248,2011,Early,0.2492
9/4/2013,OEPA,169.5,,41.70163,-83.37407,2013,Late,0.123
8/30/2010,NOAA,170.89,0.3,41.717,-83.424,2010,Mid,0.0759
6/11/2013,Toledo,172.9,0.3,41.742,-83.401,2013,Early,0.1065
5/20/2010,Toledo,173.4,0.2,41.789,-83.357,2010,Early,0.168
8/16/2013,Toledo,173.7,0.5,41.743,-83.402,2013,Mid,0.1057
6/15/2011,ODNR,179.5,,41.702,-83.248,2011,Early,0.2492
8/30/2011,ODNR,179.6999969,,41.839,-83.055,2011,Mid,0.4645
8/30/2010,NOAA,181.72,0.5,41.754,-83.319,2010,Mid,0.1874
6/8/2011,Toledo,182.8,0.85,41.743,-83.401,2011,Early,0.1066
8/13/2012,Toledo,184.3,0.9,41.715,-83.455,2012,Mid,0.0459
6/8/2010,NOAA,187.15,0.5,41.718,-83.424,2010,Early,0.0762
9/15/2010,Toledo,189.9,0.25,41.715,-83.455,2010,Late,0.0459
6/20/2011,Toledo,190.9,0.28,41.743,-83.401,2011,Early,0.1066
8/27/2010,Toledo,194.1,0.3,41.716,-83.456,2010,Mid,0.0456
4/25/2013,OEPA,198,,41.76832,-83.3008,2013,Early,0.209
6/8/2011,Toledo,208.4,0.31,41.715,-83.455,2011,Early,0.0458
6/25/2010,Toledo,209.7,0.4,41.716,-83.456,2010,Early,0.0449
6/21/2010,NOAA,218.87,0.2,41.718,-83.424,2010,Early,0.0765
5/26/2010,Toledo,219.5,0.25,41.742,-83.402,2010,Early,0.1053
8/29/2013,Toledo,220.9,0.4,41.742,-83.402,2013,Mid,0.1059
6/14/2010,NOAA,227.25,0.2,41.717,-83.425,2010,Early,0.0753
5/6/2013,Toledo,230.9,0.2,41.734,-83.296,2013,Early,0.204
5/20/2010,Toledo,231.7,0.19,41.715,-83.455,2010,Early,0.0457
7/30/2013,Toledo,239.7,0.5,41.715,-83.456,2013,Mid,0.0452
5/6/2013,Toledo,252.3,0.19,41.789,-83.357,2013,Early,0.1681
4/25/2013,OEPA,255,,41.70163,-83.37407,2013,Early,0.123
4/25/2013,OEPA,256,,41.733,-83.416237,2013,Early,0.0887
5/31/2011,Toledo,273.8,0.12,41.743,-83.401,2011,Early,0.1064
9/19/2013,Toledo,277.9,0.25,41.715,-83.456,2013,Late,0.0452
5/6/2013,Toledo,314.5,0.11,41.742,-83.402,2013,Early,0.1058
5/31/2011,Toledo,326,0.1,41.734,-83.299,2011,Early,0.202
8/25/2010,ODNR,333.1000061,,41.702,-83.248,2010,Mid,0.2492
5/3/2010,HU,137.4,,41.7711,-83.3833,2010,Early,0.1187
5/5/2010,HU,175.5,,41.7524,-83.3466,2010,Early,0.1383
5/12/2010,HU,192.8,,41.7297,-83.3011,2010,Early,0.1735
4/28/2010,HU,507.0,,41.7711,-83.3833,2010,Early,0.1187
4/21/2010,HU,41.0,,41.7149,-83.4268,2010,Early,0.0499
5/1/2010,HU,293.2,,41.7362,-83.4169,2010,Early,0.0704
5/19/2010,HU,275.7,,41.7149,-83.4268,2010,Early,0.0499
9/15/2010,HU,77.4,,41.7283,-83.3968,2010,Early,0.0826
7/29/2010,HU,54.7,,41.7136,-83.3635,2010,Early,0.1091
4/30/2010,HU,265.8,,41.7283,-83.3968,2010,Early,0.0826
4/21/2010,HU,35.0,,41.7524,-83.3466,2010,Early,0.1383
5/5/2010,HU,168.5,,41.7297,-83.3011,2010,Early,0.1735
5/3/2010,HU,95.7,,41.7149,-83.4268,2010,Early,0.0499
5/19/2010,HU,215.4,,41.7149,-83.4268,2010,Early,0.0499
4/30/2010,HU,107.5,,41.7149,-83.4268,2010,Early,0.0499
5/3/2010,HU,102.4,,41.7711,-83.3833,2010,Early,0.1187
5/19/2010,HU,232.1,,41.7711,-83.3833,2010,Early,0.1187
5/1/2010,HU,162.6,,41.7149,-83.4268,2010,Early,0.0499
4/21/2010,HU,22.0,,41.7283,-83.3968,2010,Early,0.0826
7/29/2010,HU,37.7,,41.7136,-83.3635,2010,Early,0.1091
4/27/2010,HU,431.0,,41.7362,-83.4169,2010,Early,0.0704
4/30/2010,HU,350.4,,41.7283,-83.3968,2010,Early,0.0826
4/28/2010,HU,156.0,,41.7297,-83.3011,2010,Early,0.1735
5/12/2010,HU,198.1,,41.7297,-83.3011,2010,Early,0.1735
7/29/2010,HU,112.9,,41.7524,-83.3466,2010,Early,0.1383
4/28/2010,HU,53.0,,41.7524,-83.3466,2010,Early,0.1383
4/28/2010,HU,443.0,,41.7711,-83.3833,2010,Early,0.1187
5/12/2010,HU,182.9,,41.7711,-83.3833,2010,Early,0.1187
5/12/2010,HU,197.4,,41.7283,-83.3968,2010,Early,0.0826
5/3/2010,HU,160.1,,41.7149,-83.4268,2010,Early,0.0499
9/15/2010,HU,69.1,,41.7136,-83.3635,2010,Early,0.1091
7/29/2010,HU,97.9,,41.7149,-83.4268,2010,Early,0.0499
4/21/2010,HU,65.0,,41.7362,-83.4169,2010,Early,0.0704
5/3/2010,HU,115.9,,41.7297,-83.3011,2010,Early,0.1735
5/1/2010,HU,158.7,,41.7283,-83.3968,2010,Early,0.0826
4/29/2010,HU,54.4,,41.7524,-83.3466,2010,Early,0.1383
4/28/2010,HU,429.0,,41.7297,-83.3011,2010,Early,0.1735
5/3/2010,HU,37.5,,41.7524,-83.3466,2010,Early,0.1383
5/5/2010,HU,212.2,,41.7136,-83.3635,2010,Early,0.1091
4/29/2010,HU,51.6,,41.7711,-83.3833,2010,Early,0.1187
4/21/2010,HU,100.0,,41.7283,-83.3968,2010,Early,0.0826
4/30/2010,HU,314.4,,41.7149,-83.4268,2010,Early,0.0499
7/29/2010,HU,93.6,,41.7297,-83.3011,2010,Early,0.1735
9/15/2010,HU,96.1,,41.7362,-83.4169,2010,Early,0.0704
5/19/2010,HU,280.4,,41.7149,-83.4268,2010,Early,0.0499
4/28/2010,HU,352.0,,41.7297,-83.3011,2010,Early,0.1735
4/30/2010,HU,54.3,,41.7524,-83.3466,2010,Early,0.1383
5/19/2010,HU,275.0,,41.7136,-83.3635,2010,Early,0.1091
9/15/2010,HU,69.7,,41.7711,-83.3833,2010,Early,0.1187
4/29/2010,HU,371.4,,41.7711,-83.3833,2010,Early,0.1187
5/19/2010,HU,459.8,,41.7297,-83.3011,2010,Early,0.1735
4/29/2010,HU,362.0,,41.7149,-83.4268,2010,Early,0.0499
5/1/2010,HU,114.0,,41.7362,-83.4169,2010,Early,0.0704
4/29/2010,HU,320.5,,41.7283,-83.3968,2010,Early,0.0826
5/5/2010,HU,204.1,,41.7283,-83.3968,2010,Early,0.0826
5/5/2010,HU,183.0,,41.7149,-83.4268,2010,Early,0.0499
4/29/2010,HU,382.8,,41.7524,-83.3466,2010,Early,0.1383
5/1/2010,HU,262.9,,41.7524,-83.3466,2010,Early,0.1383
5/1/2010,HU,200.9,,41.7297,-83.3011,2010,Early,0.1735
5/5/2010,HU,40.6,,41.7283,-83.3968,2010,Early,0.0826
5/12/2010,HU,193.9,,41.7711,-83.3833,2010,Early,0.1187
5/3/2010,HU,265.5,,41.7711,-83.3833,2010,Early,0.1187
4/21/2010,HU,82.0,,41.7149,-83.4268,2010,Early,0.0499
7/29/2010,HU,137.6,,41.7136,-83.3635,2010,Early,0.1091
5/5/2010,HU,135.8,,41.7297,-83.3011,2010,Early,0.1735
4/21/2010,HU,99.0,,41.7362,-83.4169,2010,Early,0.0704
4/21/2010,HU,76.0,,41.7283,-83.3968,2010,Early,0.0826
4/28/2010,HU,104.0,,41.7149,-83.4268,2010,Early,0.0499
4/30/2010,HU,171.2,,41.7524,-83.3466,2010,Early,0.1383
5/12/2010,HU,191.6,,41.7297,-83.3011,2010,Early,0.1735
4/29/2010,HU,256.9,,41.7524,-83.3466,2010,Early,0.1383
4/30/2010,HU,310.0,,41.7283,-83.3968,2010,Early,0.0826
5/3/2010,HU,141.4,,41.7711,-83.3833,2010,Early,0.1187
4/21/2010,HU,58.0,,41.7149,-83.4268,2010,Early,0.0499
4/27/2010,HU,347.2,,41.7362,-83.4169,2010,Early,0.0704
5/1/2010,HU,244.9,,41.7283,-83.3968,2010,Early,0.0826
5/1/2010,HU,211.3,,41.7297,-83.3011,2010,Early,0.1735
4/29/2010,HU,208.8,,41.7136,-83.3635,2010,Early,0.1091
9/15/2010,HU,97.8,,41.7149,-83.4268,2010,Early,0.0499
4/28/2010,HU,474.0,,41.7297,-83.3011,2010,Early,0.1735
4/28/2010,HU,147.0,,41.7524,-83.3466,2010,Early,0.1383
4/21/2010,HU,279.0,,41.7524,-83.3466,2010,Early,0.1383
7/29/2010,HU,150.4,,41.7711,-83.3833,2010,Early,0.1187
9/15/2010,HU,101.3,,41.7283,-83.3968,2010,Early,0.0826
5/19/2010,HU,201.7,,41.7711,-83.3833,2010,Early,0.1187
4/29/2010,HU,407.1,,41.7149,-83.4268,2010,Early,0.0499
5/1/2010,HU,265.3,,41.7283,-83.3968,2010,Early,0.0826
9/15/2010,HU,63.8,,41.7362,-83.4169,2010,Early,0.0704
5/12/2010,HU,228.7,,41.7297,-83.3011,2010,Early,0.1735
5/3/2010,HU,226.9,,41.7136,-83.3635,2010,Early,0.1091
5/19/2010,HU,434.5,,41.7149,-83.4268,2010,Early,0.0499
5/12/2010,HU,248.9,,41.7524,-83.3466,2010,Early,0.1383
9/15/2010,HU,42.0,,41.7524,-83.3466,2010,Early,0.1383
5/5/2010,HU,198.3,,41.7711,-83.3833,2010,Early,0.1187
4/21/2010,HU,9.0,,41.7297,-83.3011,2010,Early,0.1735
4/21/2010,HU,12.0,,41.7283,-83.3968,2010,Early,0.0826
4/28/2010,HU,162.0,,41.7711,-83.3833,2010,Early,0.1187
4/28/2010,HU,206.0,,41.7297,-83.3011,2010,Early,0.1735
4/28/2010,HU,330.0,,41.7149,-83.4268,2010,Early,0.0499
4/29/2010,HU,83.3,,41.7362,-83.4169,2010,Early,0.0704
4/29/2010,HU,145.3,,41.7283,-83.3968,2010,Early,0.0826
4/29/2010,HU,192.0,,41.7136,-83.3635,2010,Early,0.1091
4/30/2010,HU,77.2,,41.7149,-83.4268,2010,Early,0.0499
4/30/2010,HU,148.5,,41.7297,-83.3011,2010,Early,0.1735
5/1/2010,HU,77.5,,41.7524,-83.3466,2010,Early,0.1383
5/1/2010,HU,86.6,,41.7711,-83.3833,2010,Early,0.1187
5/1/2010,HU,106.0,,41.7524,-83.3466,2010,Early,0.1383
5/3/2010,HU,59.8,,41.7362,-83.4169,2010,Mid,0.0704
5/3/2010,HU,97.6,,41.7711,-83.3833,2010,Mid,0.1187
5/3/2010,HU,139.3,,41.7149,-83.4268,2010,Mid,0.0499
5/5/2010,HU,37.4,,41.7283,-83.3968,2010,Mid,0.0826
5/5/2010,HU,125.8,,41.7283,-83.3968,2010,Mid,0.0826
5/5/2010,HU,126.2,,41.7149,-83.4268,2010,Mid,0.0499
5/5/2010,HU,238.5,,41.7136,-83.3635,2010,Mid,0.1091
5/12/2010,HU,103.8,,41.7297,-83.3011,2010,Mid,0.1735
5/12/2010,HU,151.1,,41.7297,-83.3011,2010,Mid,0.1735
5/12/2010,HU,190.0,,41.7711,-83.3833,2010,Mid,0.1187
5/12/2010,HU,201.6,,41.7524,-83.3466,2010,Mid,0.1383
5/19/2010,HU,225.0,,41.7524,-83.3466,2010,Mid,0.1383
5/19/2010,HU,231.4,,41.7362,-83.4169,2010,Late,0.0704
5/19/2010,HU,232.5,,41.7283,-83.3968,2010,Late,0.0826
5/19/2010,HU,442.7,,41.7149,-83.4268,2010,Late,0.0499
7/29/2010,HU,32.0,,41.7711,-83.3833,2010,Late,0.1187
7/29/2010,HU,32.8,,41.7149,-83.4268,2010,Late,0.0499
7/29/2010,HU,38.4,,41.7136,-83.3635,2010,Late,0.1091
7/29/2010,HU,40.4,,41.7283,-83.3968,2010,Late,0.0826
7/29/2010,HU,44.5,,41.7297,-83.3011,2010,Late,0.1735
9/15/2010,HU,43.4,,41.7297,-83.3011,2010,Late,0.1735
9/15/2010,HU,50.9,,41.7711,-83.3833,2010,Late,0.1187
9/15/2010,HU,51.2,,41.7524,-83.3466,2010,Late,0.1383
9/15/2010,HU,51.3,,41.7524,-83.3466,2010,Late,0.1383
